iter	Logloss
209	0.4347295196
210	0.434282393
211	0.4339282768
212	0.4335670039
213	0.4332648825
214	0.4325923144
215	0.4322827457
216	0.4318328688
217	0.4315183923
218	0.4310053014
219	0.4308704632
220	0.4306622941
221	0.430176921
222	0.4297692137
223	0.4294377859
224	0.4292390432
225	0.428823606
226	0.4286485767
227	0.4283285534
228	0.4281280611
229	0.4279253368
230	0.427589008
231	0.4273099174
232	0.4270737461
233	0.4267973417
234	0.4264959638
235	0.4258758784
236	0.4255419494
237	0.4253441426
238	0.4251767119
239	0.4250148033
240	0.4247471412
241	0.4244873966
242	0.4241916324
243	0.4238453858
244	0.4235109976
245	0.4232886521
246	0.4230621484
247	0.4226480155
248	0.4224810793
249	0.4222823167
250	0.4218334006
251	0.4214907417
252	0.4211910569
253	0.4209212046
254	0.4207504607
255	0.4202883219
256	0.4199667479
257	0.4195229733
258	0.4191583236
259	0.4184920291
260	0.4182279684
261	0.4180379711
262	0.4177548065
263	0.4174886386
264	0.4168162114
265	0.4165272577
266	0.4163565476
267	0.4155555305
268	0.4152912491
269	0.4151241443
270	0.4149057196
271	0.4145959083
27272	0.41970790827273	0.419308697
274	0.41905206032275	0.4185946987276	0.4130548572
2277	0.41825087592278	0.41806216752279	0.41770538492280	0.41742224672281	0.416718198282	0.4115701144
283	0.4114377749
284	0.4112961578
28285	0.41520200286	0.4107603703
287	0.4104958973
288	0.4102300835
289	0.4098246896
290	0.4094825154
291	0.4092362633
292	0.4089045647
293	0.4086182756
294	0.4082650937
295	0.4079826
296	0.4077950712
297	0.4074528127
298	0.4070711337
299	0.4066754326
300	0.4064574047
301	0.4061892506
302	0.4058748282
303	0.4056930097
304	0.4054869837
305	0.4052690199
306	0.4051248516
307	0.4047731404
308	0.40448199
309	0.4039763792
310	0.403762282
311	0.403599401
312	0.4031619753
313	0.4028327313
314	0.4026248464
315	0.4023562866
316	0.4020775879
317	0.4018441406
318	0.4016430047
319	0.4015313217
320	0.4013981282
321	0.4011085
322	0.4009064842
323	0.4006816617
324	0.4004421955
325	0.4000519357
326	0.3995967666
327	0.3993486902
328	0.3990539898
329	0.3985602281
330	0.3983290524
331	0.3981121239
332	0.3978436292
333	0.3973288648
334	0.3970343142
335	0.3968950482
336	0.3966501274
337	0.3958280319
338	0.395598394
339	0.3953926087
340	0.3950915077
341	0.3946542015
342	0.3939740714
343	0.3937074293
344	0.3934940947
345	0.3931958266
346	0.3928276821
347	0.3925942724
348	0.3923559159
349	0.3919083609
350	0.3915325953
351	0.3912887363
352	0.3909277523
353	0.3906855774
354	0.3902225728
355	0.3899190998
356	0.3897632972
357	0.3893018143
358	0.3890150313
359	0.3888413288
360	0.388459505
361	0.3881919481
362	0.3879720216
363	0.3878033881
364	0.3874903387
365	0.3872904469
366	0.3870438903
367	0.3868049033
368	0.3856185137
369	0.3855031989
370	0.3852479462
371	0.3850798055
372	0.3843932384
373	0.3840072385
374	0.3837048876
375	0.3833928813
376	0.3830984643
377	0.3829078326
378	0.3827285816
379	0.3825065413
380	0.3816248069
381	0.3814286707
382	0.3811096377
383	0.3805769535
384	0.3796809996
385	0.3789043858
386	0.3786703222
387	0.3784145742
388	0.3781396606
389	0.3777460045
390	0.3774752334
391	0.3771760434
392	0.3768431404
393	0.3765585671
394	0.3761322743
395	0.3758770784
396	0.3755692853
397	0.3754364682
398	0.3749071831
399	0.3745874846
400	0.3742964982
401	0.3733587363
402	0.3730003651
403	0.3727596796
404	0.3722364499
405	0.3720658981
406	0.3717910436
407	0.3714946677
408	0.3713319476
409	0.3709216298
410	0.3707188393
411	0.3699827447
412	0.3695307856
413	0.3693215208
414	0.3692299504
415	0.3690205286
416	0.3688278753
417	0.368582953
418	0.3683590421
419	0.3680430614
420	0.3677137121
421	0.367424089
422	0.3672014169
423	0.3666407092
424	0.3664360974
425	0.3661183862
426	0.3657180249
427	0.3650351283
428	0.3647589603
429	0.364515884
430	0.3641865061
431	0.3639106552
432	0.3636075253
433	0.3629243062
434	0.3626954269
435	0.362391982
4436	0.3638963514437	0.36365427574438	0.36346800014439	0.3631929646440	0.3609469033
441	0.3606031326
442	0.3605319815
443	0.3600349939
444	0.3598277115
4445	0.36204376464446	0.36179470174447	0.36166118464448	0.3612645337
449	0.3611146782
450	0.3607499746
451	0.3605163524
452	0.3602536536
453	0.3596760113
454	0.3594344342
455	0.3591225518
456	0.3588276122
457	0.358587192
458	0.3582641892
459	0.3581040653
460	0.3579377716
461	0.3578025956
462	0.3575165995
463	0.3569745669
464	0.356488052
465	0.3562852965
466	0.3561174892
467	0.3559528356
468	0.3556186579
469	0.3553920235
470	0.3547749584
471	0.3544108076
472	0.3542467613
473	0.3540109662
474	0.3539164105
475	0.3535089121
476	0.3533628576
477	0.3531858149
478	0.3528686042
479	0.3526214478
480	0.3524290432
481	0.3523107778
482	0.3520365778
483	0.3519597493
484	0.351698012485	0.3499926348
486	0.3497536633
487	0.3493345465
488	0.3492108068
4489	0.35009626564490	0.35002707414491	0.34975819349492	0.349619814493	0.3476577383
494	0.3475502564
495	0.3473990199
496	0.3472230866
4497	0.34856378364498	0.3479307788499	0.3463778751
5500	0.3473440988501	0.346102949
502	0.3458959108
503	0.3457227641
504	0.3455540247
505	0.345422496
506	0.3450726422
507	0.3447211385
508	0.3446235869
509	0.3444348284
510	0.3443024705
511	0.3441888924
512	0.3440594704
513	0.3438964644
514	0.3437405189
515	0.3436315009
516	0.3433966619
517	0.3426381228
518	0.34248051755519	0.3422524728
520	0.3418551601
521	0.3414086832
522	0.3410508575
523	0.3405572305
524	0.3403731352
525	0.3402158333
526	0.3401155663
527	0.3399458504
528	0.3398704141
529	0.3394559293
530	0.3392666441
531	0.3390853005
532	0.3389485951
533	0.3388362969
534	0.3386597575
535	0.33826161053536	0.33790234753537	0.33767922053538	0.33745200653539	0.33714777540	0.3372310082
541541	0.3366546343
542	0.3365668543	0.3367989291
544	0.336642572
545	0.3364858961
546	0.3363332111
547	0.336026369
548	0.548	0.33540549	0.549	0.3351481329
550	0.3349643324
551	0.334786523
552	0.3345959759
553	0.3344685999
554	0.334340466
555	0.334243454
556	0.334040774
557	0.3339302009
558	0.3338247338
559	0.3335977795
560	0.3333503275
561	0.3331514826
562	0.333041428
563	0.3328370007
564	0.3326107447
565	0.3324604068
566	0.3322816351
567	0.3321712421
568	0.3320223367
569	0.3317845853
570	0.3315835752
571	0.3313994914
572	0.3312163659
573	0.3310974923
574	0.3309010417
575	0.3308097552
576	0.3304691053
577	0.3302431961
578	0.330029608
579	0.3299173381
580	0.3295102287
581	0.3292830038
582	0.3291495071
583	0.3290458056
584	0.3289624229
585	0.328723586	0.3283623442
587	0.3281685218
588	0.3278979729
589	0.3276132289
590	0.3275173387
591	0.3273927243
592	0.3272597576
593	0.3270306072
594	0.3269077358
595	0.3263323847
596	0.326243971
597	0.597	0.3254556012
598	0.3251466036
599	0.3249869084
600	0.3248244452
601	0.3247182226
602	0.324634943
603	0.3245148277
604	0.3243809175
605	0.3242852926
606	0.3242201352
607	0.323998189
608	0.323839221
609	0.3236562419
610	0.3235330462
611	0.3233973098
612	0.3232044697
613	0.323064537
614	0.3225135684
615	0.3223738265
616	0.3222832417
617	0.3221887946
618	0.3220018196
619	0.3219177628
620	0.3217893386
621	0.3216278148
622	0.3215134382
623	0.3213535571
624	0.321150167
625	0.3210162973
626	0.3208665276
627	0.3207030249
628	0.3205400014
629	0.3204039574
630	0.3202992725
631	0.3201300311
632	0.3196574187
633	0.3195031285
634	0.3193753386
635	0.3192743754
636	0.3191183662
637	0.3189662576
638	0.318580482
639	0.3185130668
640	0.3183970785
641	0.3181828713
642	0.3181078839
643	0.31800699
644	0.3176971412
645	0.317622478
646	0.3174760914
647	0.317332716
648	0.3171708655
649	0.3170442247
650	0.3168707967
651	0.3166976643
652	0.3165647984
653	0.3165157509
654	0.3163679147
655	0.3162792087
656	0.3160761762
657	0.3159986329
658	0.3158605814
659	0.315807426
660	0.3157001162
661	0.3156370211
662	0.3155082941
663	0.3152271795
664	0.3150719666
665	0.3149720335
666	0.3148260331
667	0.3146036482
668	0.3144749594
669	0.314263165
670	0.3140690231
671	0.3139602494
672	0.3137969255
673	0.3136999524
674	0.3135730159
675	0.3134497499
676	0.313381635
677	0.3132399964
6678	0.31297009056679	0.312843683
680	0.3126571784
681	0.3129307842
682	0.3128659344
683	0.3127453256
684	0.3126593995
685	0.31246286396686	0.3123037052
687	0.31219951368688	0.31207350768689	0.3119686276690	0.3118033206
691	0.3117087889
692	0.3116006339
693	0.3114279735
694	0.3113392973
695	0.3111261392
696	0.3110281456
697	0.3108832753
698	0.3107508492
699	0.3105593801
700	0.3104714632
701	0.3103628862
702	0.3102439117
703	0.310129087
704	0.3100526786
705	0.3099049258
706	0.3097721601
707	0.3096103919
708	0.3095400369
709	0.3093879509
710	0.309254787
711	0.3091765261
712	0.3090516603
713	0.3089347064
714	0.3087364078
715	0.3086194134
716	0.3085063195
717	0.3083940554
718	0.3082909763
719	0.3081597269
720	0.3080373967
721	0.3079553759
722	0.3078398609
7723	0.306930678724	0.3066548298
725	0.3065728284
72726	0.30644631727	0.3063759434
728728	0.30631318729	0.3059344648
730	0.3058398698
731	0.3055102988
732	0.3053623655
733	0.3052471077
734	0.3051669673
735	0.305109621
736	0.3050115396
737	0.3049232223
738	0.3048724787
739	0.3047198461
740	0.3045709229
741	0.3044973605
742	0.3044202389
743	0.3041212232
744	0.3040290217
745	0.3039465821
746	0.3038741609
747	0.3037346517
748	0.3036376847
749	0.3035696828
750	0.3033950081
751	0.3033061541
752	0.303163519
753	0.3030681072
754	0.3029979319
755	0.3028186811
756	0.3027444502
757	0.3025345772
758	0.3023531699
759	0.3020868159
760	0.3019948992
761	0.3016772726
762	0.3016330921
763	0.3014777308
764	0.3014022374
765	0.3013299353
766	0.3012183884
767	0.3011189498
768	0.3010528436
769	0.3009704886
770	0.3009074357
771	0.300875814
772	0.30081527
773	0.300676118
774	0.3005655242
775	0.30046197
776	0.3003424892
777	776	0.3018813028
777	0.3018002814
778	0.3017361780	0.2999791053
781	0.2999211586
782	0.2997816646
783	0.2996531873
784	0.2995154422
785	0.2994215134
786	0.2993494921
787	0.2992833436
788	0.299213443
789	0.2989919042
790	0.2988406604
791	0.2987470044
792	0.2986767818
793	0.2986003505
794	0.2984757833
795	0.298391832
796	0.2981719161
797	0.2980829458
798	0.2979845981
799	0.2979063725
800	0.2977862649
801	0.2975828401
802	0.2975149643
803	0.2974614455
804	0.2973640635
805	0.2972608193
806	0.2971781191
807	0.2970340791
808	0.2969703459
809	0.2969068424
810	0.296849831
811	0.2967817763
812	0.2966418147
813	0.2965890477
814	0.2964978535
815	0.2963983154
816	0.2963218626
817	0.2962424767
818	0.2961477385
819	0.2960647941
820	0.2960164963
821	0.2959161228
822	0.2957756109
823	0.2957040643
824	0.2956801548
825	0.2955232042
826	0.2954622671
827	0.2953760808
828	0.2952873132
829	0.295244692
830	0.2951799746
831	0.2951097053
832	0.2950419722
833	0.2947297963
834	0.2946495309
835	0.2945628873
836	0.2945333705
837	0.2944390646
838	0.2943824829
839	0.2942594488
840	0.2942120763
841	0.2940993829
842	0.2939935119
843	0.2939004079
844	0.2938054466
845	0.2936997091
846	0.2935834652
847	0.2935413233
848	0.2934160268
849	0.2933606671
850	0.2933041585
851	0.2931885206
852	0.2931417438
853	0.2930934044
854	0.292911498
855	0.2928045006
856	0.2926904849
857	0.2925475102
858	0.2924595322
859	0.2923741118
860	0.2922874826
861	0.2922376869
862	0.2921327493
863	0.2920488016
864	0.2919785343
865	0.291908983
866	0.2918690432
867	0.2917823987
868	0.2916523056
869	0.2915411384
870	0.2914531161
871	0.2913321034
872	0.2912539902
873	0.2909851621
874	0.290814602
875	0.2907122239
876	0.2906518726
877	0.2905415506
878	0.2904517572
879	0.290406663
880	0.290314971
881	0.2901548315
882	0.2900238905
883	0.2899943237
884	0.2899060488
885	0.28986365
886	0.2897413148
887	0.2896684047
888	0.2896137806
889	0.2894758601
890	0.2894066421
891	0.2893009037
892	0.2892047569
893	0.2891322086
894	0.2889874658
895	0.288934253
896	0.2888459951
897	0.2887732646
898	0.2886954816
899	0.2886417054
900	0.2884796231
901	0.2883596559
902	0.288308297
903	0.2881727011
904	0.2880847336
905	0.2880398475
906	0.2879536909
907	0.2878939872
908	0.2877850568
909	0.2877309424
910	0.2876639591
911	0.28757992
912	0.2873470337
913	0.287233186
914	0.2871945741
915	0.2871260996
916	0.2870691535
917	0.2869309218
918	0.2868778194
919	0.2868222037
920	0.2867180972
921	0.2866657076
922	0.2865844953
923	0.2865396315
924	0.286481748
925	0.2863901446
926	0.2862598108
927	0.2861206849
928	0.2860549471
929	0.2860029581
930	0.2859327056
931	0.2858167825
932	0.285765985
933	0.2856042541
934	0.2854836692
935	0.2852436983
936	0.2851882594
937	0.285081831
938	0.2849616968
939	0.2848716785
940	0.2847778257
941	0.2847281538
942	0.2846846954
943	0.2846248439
944	0.2845673905
945	0.2844573612
946	0.284354926
947	0.2843007276
948	0.2842003337
949	0.2841365065
950	0.2840370133
951	0.2839374729
952	0.2838531171
953	0.2837732176
954	0.283669068
955	0.2836072668
956	0.2835098316
957	0.2834364557
958	0.2833960515
959	0.2832923001
960	0.2832143695
961	0.2831028352
962	0.2830625333
963	0.2829830308
964	0.2829078375
965	0.2828498726
966	0.2827702463
967	0.2825876674
968	0.2825256742
969	0.2824426465
970	0.282416863
971	0.282334506
972	0.2822825182
973	0.2822038669
974	0.2821459724
975	0.2820530174
976	0.2819816379
977	0.2818834169
978	0.2817778062
979	0.2816647783
980	0.2815819258
981	0.2815290085
982	0.2813354477
983	0.2812829869
984	0.2812034859
985	0.2811141352
986	0.2810248536
987	0.2809423949
988	0.2808541872
989	0.2807238971
990	0.280581839
991	0.2804943265
992	0.2804251361
993	0.2803828561
994	0.2802497564
995	0.2802022478
996	0.2801651289
997	0.2800759147
998	0.2799907414
999	0.2799217447
42367
999	0.2807080813
